slug,title,description,difficulty,categories,companyTags,externalPlatformUrl,solutionUrl
critical-connections-in-a-network,Critical Connections in a Network,"Identify all the bridges in a network graph, which are edges whose removal increases the number of connected components.",Hard,"Graph, Depth-First Search, Biconnectivity","Amazon, Google",https://leetcode.com/problems/critical-connections-in-a-network/,https://algo.monster/liteproblems/1192
water-jug-problem-using-bfs,Water Jug problem using BFS,Find the minimum number of steps to measure exactly a target amount of water using two jugs with given capacities.,Medium,"Graph, Breadth-First Search, State Space Search","Google, Amazon",https://leetcode.com/problems/water-and-jug-problem/,https://www.geeksforgeeks.org/dsa/two-water-jug-puzzle/
travelling-salesman-problem-using-dynamic-programming,Travelling Salesman Problem using Dynamic Programming,Find the shortest possible route that visits every city exactly once and returns to the origin city.,Hard,"Dynamic Programming, Graph, Optimization",Google,https://www.geeksforgeeks.org/dsa/travelling-salesman-problem-using-dynamic-programming/,https://www.geeksforgeeks.org/dsa/travelling-salesman-problem-using-dynamic-programming/
total-number-of-spanning-trees-in-a-graph,Total number of Spanning Trees in a Graph,Find the total count of distinct spanning trees within a given graph.,Hard,"Graph Theory, Matrix-Tree Theorem, Counting","Google, Microsoft",https://www.geeksforgeeks.org/dsa/total-number-spanning-trees-graph/,https://www.geeksforgeeks.org/dsa/total-number-spanning-trees-graph/
minimize-cash-flow-among-given-set-of-friends-who-have-borrowed,Minimize Cash Flow among a given set of friends who have borrowed,Determine the minimum number of transactions required to settle all debts among friends.,Hard,"Greedy, Graph, Optimization","Goldman Sachs, Amazon",https://www.geeksforgeeks.org/problems/predecessor-and-successor/1,https://www.geeksforgeeks.org/dsa/minimize-cash-flow-among-given-set-friends-borrowed-money/
redundant-connection,Redundant Connection,"Find the extra edge in a graph that was originally a tree, such that removing it results in a tree again.",Medium,"Graph, Depth-First Search, Union Find","Google, Microsoft",https://www.geeksforgeeks.org/problems/count-bst-nodes-that-lie-in-a-given-range/1,https://www.geeksforgeeks.org/problems/count-bst-nodes-that-lie-in-a-given-range/1
design-add-and-search-words-data-structure,Design Add and Search Words Data Structure,Design a data structure that supports adding new words and searching for a word that may contain wildcards.,Medium,"Trie, Design, Hash Table","Google, Microsoft",https://leetcode.com/problems/design-add-and-search-words-data-structure/,https://algo.monster/liteproblems/211
word-break-trie,Word Break (Trie),Determine if a string can be segmented into a space-separated sequence of one or more dictionary words using a Trie data structure.,Hard,"Trie, Dynamic Programming, String","Zoho, Amazon",https://www.geeksforgeeks.org/problems/word-break-trie--141631/1,https://www.geeksforgeeks.org/dsa/word-break-problem-trie-solution/
implement-trie-prefix-tree,Implement Trie (Prefix Tree),"Design a data structure that implements a trie, or prefix tree, supporting insertion and search operations.",Medium,"Trie, Design, String","Google, Microsoft",https://leetcode.com/problems/implement-trie-prefix-tree/,https://algo.monster/liteproblems/208
palindrome-pairs,Palindrome Pairs,Find all unique pairs of indices such that the concatenation of the two words forms a palindrome.,Hard,"Trie, String, Hashing","Google, Amazon",https://leetcode.com/problems/palindrome-pairs/,https://algo.monster/liteproblems/336
design-phone-directory,Design Phone Directory,Design a data structure to manage and allocate phone numbers efficiently.,Hard,"Design, Hash Table, Data Structure","Amazon, Google",https://www.geeksforgeeks.org/problems/find-all-possible-palindromic-partitions-of-a-string/1,https://algo.monster/liteproblems/379
top-k-frequent-elements,Top K Frequent Elements,Find the K most frequently occurring elements in a given array.,Medium,"Array, Hash Table, Heap (Priority Queue)","Google, Amazon",https://leetcode.com/problems/top-k-frequent-elements/,https://leetcode.com/problems/top-k-frequent-elements/
kth-largest-element-in-an-array,Kth Largest Element in an Array,Find the Kth largest element in a given unsorted array.,Medium,"Array, Sorting, Heap (Priority Queue)","Amazon, Microsoft",https://leetcode.com/problems/kth-largest-element-in-an-array/,https://youtu.be/yiUjLay-ocI
ugly-number-ii,Ugly Number II,"Find the nth ugly number, where ugly numbers are positive integers whose prime factors are limited to 2, 3, and 5.",Medium,"Dynamic Programming, Math, Heap (or Priority Queue)","Amazon, Microsoft",https://leetcode.com/problems/n-queens,https://leetcode.com/problems/n-queens/solutions/7036086/general-approach-for-all-backtracking-qu-4az5
furthest-building-you-can-reach,Furthest Building You Can Reach,Determine the furthest building you can reach using a limited number of bricks and ladders.,Medium,"Greedy, Array, Priority Queue","Amazon, Google",https://leetcode.com/problems/furthest-building-you-can-reach/,https://leetcode.com/problems/furthest-building-you-can-reach/
kth-smallest-element-in-a-sorted-matrix,Kth Smallest Element in a Sorted Matrix,Find the Kth smallest element in a matrix where each row and column is sorted.,Medium,"Array, Binary Search, Heap (Priority Queue)","Amazon, Google",https://leetcode.com/problems/palindrome-partitioning,https://leetcode.com/problems/palindrome-partitioning/solutions/1667647/well-explained-java-c-python-javascript-i1n30
reorganize-string,Reorganize String,Rearrange the characters of a string so that no two adjacent characters are the same.,Medium,"String, Greedy, Heap/Priority Queue","Amazon, Google",https://leetcode.com/problems/reorganize-string/,https://youtu.be/AN6dVKlQG5U
find-the-most-competitive-subsequence,Find the Most Competitive Subsequence,Find the lexicographically smallest subsequence of size k from a given integer array.,Medium,"Array, Greedy, Stack","Google, Amazon",https://leetcode.com/problems/find-the-most-competitive-subsequence/,https://algo.monster/liteproblems/1673
largest-subarray-with-0-sum,Largest subarray with 0 sum,Find the length of the longest contiguous subarray whose elements sum up to zero.,Medium,"Array, Hash, Data Structures","Amazon, Microsoft",https://www.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1,https://www.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1
k-closest-points-to-origin,K Closest Points to Origin,"Find the K points in a list that are closest to the origin (0, 0) in a 2D plane.",Medium,"Array, Sorting, Heap","Amazon, Google",https://leetcode.com/problems/k-closest-points-to-origin/,https://www.geeksforgeeks.org/dsa/find-k-closest-points-to-the-origin/
minimum-number-of-refueling-stops,Minimum Number of Refueling Stops,Find the minimum number of times a car must refuel to reach a target destination.,Hard,"Greedy, Dynamic Programming, Heap","Google, Amazon",https://leetcode.com/problems/minimum-number-of-refueling-stops/,https://algo.monster/liteproblems/871
minimum-cost-to-hire-k-workers,Minimum Cost to Hire K Workers,"Find the minimum cost to hire exactly K workers, where each worker's pay must meet their minimum expectation and be proportional to their quality relative to the most expensive worker's ratio.",Hard,"Greedy, Sorting, Heap (Priority Queue)","Google, Amazon",https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,https://algo.monster/liteproblems/857
swim-in-rising-water,Swim in Rising Water,Find the minimum time 't' required to swim from the top-left to the bottom-right of a grid where the elevation determines the water depth.,Hard,"Graph, Binary Search, Heap (Priority Queue)","Google, Amazon",https://leetcode.com/problems/swim-in-rising-water/,https://youtu.be/8Q_-9Yj_e1E
sliding-window-maximum,Sliding Window Maximum,Find the maximum element in a sliding window of size k for an array.,Hard,"Array, Sliding Window, Monotonic Queue","Google, Amazon",https://leetcode.com/problems/sliding-window-maximum/,https://algo.monster/liteproblems/239
climbing-stairs,Climbing Stairs,"Determine the number of distinct ways to climb to the top of a staircase with n steps, where you can climb either 1 or 2 steps at a time.",Easy,"Dynamic Programming, Recursion, Fibonacci Sequence",PayPal,https://codeanddebug.in/blog/climbing-stairs-leetcode-70/,https://algomap.io/problems/climbing-stairs
maximum-product-subarray,Maximum Product Subarray,Find the contiguous subarray within a given array that has the largest product.,Medium,"Array, Dynamic Programming","Amazon, Microsoft",https://leetcode.com/problems/maximum-product-subarray/,https://algo.monster/liteproblems/152
ones-and-zeroes,Ones and Zeroes,Find the maximum number of strings you can form from a given number of '0's and '1's.,Medium,"Dynamic Programming, Array, String","Google, Amazon",https://leetcode.com/problems/ones-and-zeroes/,https://algo.monster/liteproblems/474
counting-bits,Counting Bits,Count the number of set bits (1s) in the binary representation of every number from 0 up to a given non-negative integer.,Medium,"Bit Manipulation, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/counting-bits/,https://youtu.be/24ieN85axOU
knight-dialer,Knight Dialer,Find the number of distinct phone numbers of a given length that can be formed using a knight's moves on a standard phone keypad.,Medium,"Dynamic Programming, Graph, Math","Google, Amazon",https://algo.monster/liteproblems/935,https://algo.monster/liteproblems/935
maximize-the-cut-segments,Maximize The Cut Segments,"Determine the maximum number of segments that can be cut from a rod of a given length, where each segment must have one of three specified lengths.",Medium,"Dynamic Programming, Recursion, Optimization","Amazon, Microsoft",https://leetcode.com/problems/4sum,https://www.geeksforgeeks.org/dsa/maximize-the-number-of-segments-of-length-p-q-and-r/
unique-paths,Unique Paths,Find the number of unique paths from the top-left corner to the bottom-right corner of a grid.,Medium,"Dynamic Programming, Math, Matrix","Google, Amazon",https://leetcode.com/problems/unique-paths/,https://algo.monster/liteproblems/62
minimum-path-sum,Find the Duplicate Number,Find the minimum path sum from the top-left to the bottom-right of a grid filled with non-negative numbers.,Medium,"Dynamic Programming, Array, Matrix","Google, Amazon",https://leetcode.com/problems/minimum-path-sum/,https://leetcode.com/problems/minimum-path-sum/solutions/3345656/pythonjava-csimple-solutioneasy-to-under-occy
coin-change,Decode Ways,Find the minimum number of coins needed to make up a given total amount.,Medium,"Dynamic Programming, Array, Recursion","Amazon, Google",https://leetcode.com/problems/coin-change/,https://youtu.be/IrHPiwWUTKw
decode-ways,Decode Ways,"Determine the number of ways a string of digits can be decoded as letters, given a mapping.",Medium,"String, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/decode-ways/,https://algo.monster/liteproblems/91
maximum-length-of-repeated-subarray,Maximum Length of Repeated Subarray,Find the longest common subarray between two given arrays.,Medium,"Dynamic Programming, Array","Google, Amazon",https://leetcode.com/problems/move-zeroes,https://algo.monster/liteproblems/718
longest-increasing-subsequence,Sort Colors,Find the length of the longest subsequence of a given array such that all elements of the subsequence are sorted in increasing order.,Medium,"Dynamic Programming, Binary Search, Array","Google, Amazon, Meta",https://leetcode.com/problems/longest-increasing-subsequence/,https://youtu.be/ggKAoRvtRco
longest-common-substring,Count Square Submatrices with All Ones,Find the longest contiguous string that is shared as a substring by two or more given strings.,Medium,"String, Dynamic Programming, Substring","Google, Amazon",https://leetcode.com/problems/sort-colors,https://youtu.be/fqhlSQlXjlk
count-square-submatrices-with-all-ones,Count Square Submatrices with All Ones,Return how many square submatrices have all ones in a given m * n matrix of ones and zeros.,Medium,"Dynamic Programming, Matrix, Array","Amazon, Microsoft",https://leetcode.com/problems/count-square-submatrices-with-all-ones/,https://algo.monster/liteproblems/1277
maximal-square,Maximal Square,Find the largest square submatrix consisting of only 1s in a given binary matrix.,Medium,"Dynamic Programming, Array, Matrix","Amazon, Microsoft",https://leetcode.com/problems/merge-sorted-array,https://algo.monster/liteproblems/221
mobile-numeric-keypad-problem,Mobile Numeric Keypad Problem,"Find the number of unique numeric sequences of length 'n' that can be formed on a mobile keypad by pressing adjacent keys (up, down, left, right) or the same key.",Medium,"Dynamic Programming, Recursion, Matrix","Google, Amazon",https://www.geeksforgeeks.org/dsa/mobile-numeric-keypad-problem/,https://www.geeksforgeeks.org/dsa/mobile-numeric-keypad-problem/
job-sequencing-problem,Job Sequencing Problem,"Find the maximum profit by selecting a subset of jobs with deadlines, where each job takes one unit of time.",Medium,"Greedy, Sorting, Scheduling","Amazon, Microsoft",https://www.geeksforgeeks.org/check-reversing-sub-array-make-array-sorted/,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1
delete-and-earn,Delete and Earn,Find the maximum points you can earn by deleting a number in an array and subsequently deleting all elements one less and one greater than it.,Medium,"Dynamic Programming, Array, Greedy","Google, Uber",https://leetcode.com/problems/delete-and-earn/,https://leetcode.com/problems/delete-and-earn/
range-sum-query-2d-immutable,Range Sum Query 2D - Immutable,Design a data structure that can efficiently compute the sum of the elements within any rectangular region of a given 2D immutable matrix.,Medium,"Dynamic Programming, Design, Matrix","Amazon, Google",https://leetcode.com/problems/range-sum-query-2d-immutable/,https://leetcode.com/problems/range-sum-query-2d-immutable/solutions/7103350/beats-100-graphical-guide-from-naive-1d-lm2vx
optimal-binary-search-tree,Optimal Binary Search Tree,Find the arrangement of keys in a Binary Search Tree (BST) that minimizes the total search cost.,Hard,"Dynamic Programming, Tree, Binary Search Tree","Google, Microsoft",https://www.geeksforgeeks.org/dsa/optimal-binary-search-tree-dp-24/,https://www.geeksforgeeks.org/dsa/optimal-binary-search-tree-dp-24/
frog-jump,Frog Jump,Determine the minimum energy required for a frog to cross a series of heights.,Hard,"Dynamic Programming, Array","Amazon, Microsoft",https://leetcode.com/problems/frog-jump/,https://youtu.be/dvoouRUguvw
best-time-to-buy-and-sell-stock-iv,Best Time to Buy and Sell Stock IV,Find the maximum profit achievable from at most k transactions given an array of stock prices.,Hard,"Dynamic Programming, Array","Amazon, Google",https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,https://algo.monster/liteproblems/188
minimum-insertion-steps-to-make-a-string-palindrome,Minimum Insertion Steps to Make a String Palindrome,Determine the minimum number of insertions required to make a given string a palindrome.,Hard,"String, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,https://algo.monster/liteproblems/1312
trapping-rain-water,Trapping Rain Water,Calculate how much rainwater can be trapped between blocks of varying heights.,Hard,"Array, Two Pointers, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/sliding-window-maximum,https://leetcode.com/problems/trapping-rain-water/
minimum-cost-to-merge-stones,Minimum Cost to Merge Stones,"Find the minimum cost to merge piles of stones into one pile, where the cost is the sum of the stones in the merged pile.",Hard,"Dynamic Programming, Greedy, Prefix Sum","Google, Amazon",https://leetcode.com/problems/minimum-cost-to-merge-stones/,https://algo.monster/liteproblems/1000
count-different-palindromic-subsequences,Count Different Palindromic Subsequences,Determine the number of distinct non-empty palindromic subsequences in a given string.,Hard,"Dynamic Programming, String, Palindrome","Google, Amazon",https://www.geeksforgeeks.org/problems/product-array-puzzle4525/1,https://algo.monster/liteproblems/730
maximal-rectangle,Maximal Rectangle,Find the largest rectangle containing only ones in a binary matrix.,Hard,"Array, Dynamic Programming, Stack","Microsoft, Amazon",https://leetcode.com/problems/maximal-rectangle/,https://algo.monster/liteproblems/85
burst-balloons,Burst Balloons,"Maximize the coins collected by bursting balloons in a specific order, where bursting a balloon yields coins based on its neighbors.",Hard,"Dynamic Programming, Array","Google, Microsoft",https://leetcode.com/problems/burst-balloons/,https://leetcode.com/problems/burst-balloons/solutions/1659268/c-easy-to-understand-all-intuitions-step-fgrn
super-egg-drop,Super Egg Drop,"Determine the minimum number of moves required to find the critical floor from which an egg will not break, given a number of eggs and floors.",Hard,"Dynamic Programming, Binary Search, Mathematics","Microsoft, Google",https://leetcode.com/problems/super-egg-drop/,https://leetcode.com/problems/super-egg-drop/solutions/7486519/super-egg-drop-easy-from-tle-to-optimize-n4u9
partition-equal-subset-sum,Partition Equal Subset Sum,Determine if an array of positive integers can be partitioned into two subsets with equal sums.,Medium,"Dynamic Programming, Array, Subset",No Data,https://www.geeksforgeeks.org/problems/subset-sum-problem2014/1,https://algo.monster/liteproblems/416
gas-station,Gas Station,Find the starting gas station index that allows a full circular tour.,Medium,"Greedy, Array, Queue","Amazon, Google",https://leetcode.com/problems/gas-station/,https://leetcode.com/problems/gas-station/
minimum-cost-for-acquiring-all-coins-with-k-extra-coins-allowed-with-every-coin,Minimum Cost For Acquiring All Coins With K Extra Coins Allowed With Every Coin,"Find the minimum total cost to acquire all coins, considering that for every coin bought, K additional coins can be obtained for free.",Medium,"Greedy, Array, Sorting","Google, Amazon",https://www.geeksforgeeks.org/dsa/minimum-cost-for-acquiring-all-coins-with-k-extra-coins-allowed-with-every-coin/,https://www.geeksforgeeks.org/dsa/minimum-cost-for-acquiring-all-coins-with-k-extra-coins-allowed-with-every-coin/
restore-the-array-from-adjacent-pairs,Restore the Array From Adjacent Pairs,Reconstruct the original array given a list of all its adjacent element pairs.,Medium,"Graph, Depth-First Search, Array","Amazon, Google",https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/,https://algo.monster/liteproblems/1743
task-scheduler,Task Scheduler,The Task Scheduler is a utility that automates the execution of programs or scripts at specific times or in response to system events.,Medium,"Array, Greedy, Queue","Google, Amazon",https://leetcode.com/problems/task-scheduler/,https://leetcode.com/problems/task-scheduler/solutions/3280549/full-explanation-using-priority-queue-an-86fw
minimum-deletions-to-make-character-frequencies-unique,Minimum Deletions to Make Character Frequencies Unique,Determine the minimum number of character deletions required so that all resulting character frequencies are unique.,Medium,"String, Greedy, Hash Table","Google, Amazon",https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/solutions/4033214/9932greedyheapbeginner-friendlyfull-expl-gdkl
remove-k-digits,Remove K Digits,Find the smallest number possible by removing k digits from a given number.,Medium,"Stack, Greedy, String",PhonePe,https://leetcode.com/problems/remove-k-digits/,https://leetcode.com/problems/remove-k-digits/solutions/5006003/greedy-on-solution-with-thought-process-9cej6
non-overlapping-intervals,Non-overlapping Intervals,Find the minimum number of intervals to remove to make the remaining intervals non-overlapping.,Medium,"Greedy, Array, Sorting","Google, Amazon",https://leetcode.com/problems/non-overlapping-intervals/,https://neetcode.io/solutions/non-overlapping-intervals
minimum-time-to-make-rope-colorful,Minimum Time to Make Rope Colorful,Find the minimum total time to remove balloons so that no two adjacent balloons have the same color.,Medium,"Greedy, Array, String","Amazon, Microsoft",https://www.geeksforgeeks.org/problems/smallest-positive-missing-number-1587115621/1,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/
combination-sum-ii,Combination Sum II,"Find all unique combinations in a set of candidate numbers that sum up to a target number, where each number may only be used once in the combination.",Medium,"Backtracking, Array, Recursion","Google, Amazon",https://leetcode.com/problems/combination-sum-ii/,https://youtu.be/PpUfuUTqqRY
combinations,Combinations,"Given two integers n and k, return all possible combinations of k numbers chosen from the range [1, n].",Medium,"Backtracking, Array, Recursion","Google, Amazon",https://leetcode.com/problems/combinations/,https://algo.monster/liteproblems/77
subset-ii-print-all-unique-subsets,Subset - II | Print all the Unique Subsets,Find all unique subsets (the power set) of a collection that may contain duplicate elements.,Medium,"Backtracking, Array, Recursion","Apple, Microsoft",https://leetcode.com/problems/subsets-ii/,https://takeuforward.org/data-structure/subset-ii-print-all-the-unique-subsets
m-coloring-problem,M-Coloring Problem,Check if a given graph can be colored with at most m colors such that no two adjacent vertices share the same color.,Hard,"Graph, Backtracking, NP-Hard","Amazon, Microsoft",https://www.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1,https://www.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1
beautiful-arrangement,Beautiful Arrangement,Find the number of beautiful arrangements you can construct for a given integer N.,Medium,"Backtracking, Array, Bit Manipulation",Deutche Bank,https://leetcode.com/problems/beautiful-arrangement/,https://algo.monster/liteproblems/526
palindrome-partitioning,Palindrome Partitioning,Return all possible ways to partition a given string such that every substring in the partition is a palindrome.,Medium,"Backtracking, Dynamic Programming, String","Google, Amazon",https://leetcode.com/problems/palindrome-partitioning/,https://algo.monster/liteproblems/131
permutations-ii,Permutations II,Generate all unique permutations of a collection that may contain duplicate numbers.,Medium,"Backtracking, Array, Recursion","Amazon, Google",https://leetcode.com/problems/permutations-ii/,https://algo.monster/liteproblems/47
subsets,Subsets,Return all possible subsets (the power set) of a given set of distinct integers.,Medium,"Backtracking, Bit Manipulation, Array","Apple, Microsoft",https://www.geeksforgeeks.org/problems/the-celebrity-problem/1,https://leetcode.com/problems/subsets/
n-queens,N-Queens,Please specify the question or topic you would like a short description for.,Hard,"Backtracking, Recursion, Constraint Programming","Amazon, Google",https://leetcode.com/problems/n-queens/,https://leetcode.com/problems/n-queens/solutions/7361035/n-queens-basic-recursion-backtracking-no-z8hy
sudoku-solver,Sudoku Solver,"Determine how to fill a 9x9 grid with digits so that each column, each row, and each of the nine 3x3 subgrids contains all of the digits from 1 to 9.",Hard,"Backtracking, Array, Matrix","Google, Amazon",https://leetcode.com/problems/maximal-rectangle,https://algo.monster/liteproblems/37
unique-paths-iii,Unique Paths III,"Find the number of ways to traverse a grid from a start square to an end square, visiting every non-obstacle square exactly once.",Hard,"Backtracking, Depth-First Search, Grid","Google, Amazon",https://leetcode.com/problems/unique-paths-iii/,https://algo.monster/liteproblems/980
maximum-number-possible-by-doing-at-most-k-swaps,Maximum number possible by doing at-most K swaps,Find the largest number that can be formed by performing at most K swaps of digits.,Hard,"Strings, Backtracking, Algorithms","Goldman Sachs, Amazon",https://www.geeksforgeeks.org/dsa/find-maximum-number-possible-by-doing-at-most-k-swaps/,https://www.geeksforgeeks.org/dsa/find-maximum-number-possible-by-doing-at-most-k-swaps/
partition-array-to-k-subsets,Partition array to K subsets,"Determine if an array can be divided into K non-empty subsets, each having an equal sum.",Hard,"Array, Dynamic Programming, Backtracking","Google, Amazon",https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/
tug-of-war-problem,Tug of War Problem,"Find the maximum total power of a team chosen from two rows of students, with n students in each row.",Hard,"Dynamic Programming, Divide and Conquer, Partition","Google, Amazon",https://leetcode.com/problems/maximum-product-subarray,https://www.tutorialspoint.com/data_structures_algorithms/tug_of_war_problem.htm
find-paths-from-corner-cell-to-middle-cell-in-maze,Find Paths From Corner Cell To Middle Cell In Maze,Find all possible paths from a corner cell to the middle cell in a given maze.,Medium,"Backtracking, Recursion, Matrix","Amazon, Microsoft",https://codeforces.com/problemset/problem/1779/H,https://codeforces.com/problemset/problem/1779/H
solving-cryptarithmetic-puzzles,Solving Cryptarithmetic Puzzles,Determine the digit mapping for letters to solve an arithmetic equation where letters replace digits.,Hard,"Backtracking, Recursion, Constraint Programming",No Data,https://leetcode.com/problems/reverse-pairs,https://www.geeksforgeeks.org/dsa/find-paths-from-corner-cell-to-middle-cell-in-maze/
all-palindromic-partitions,All Palindromic Partitions,Generate all possible partitioning of a string such that each part is a palindrome.,Medium,"Backtracking, String, Dynamic Programming","Microsoft, Amazon",https://www.geeksforgeeks.org/dsa/solving-cryptarithmetic-puzzles/,https://www.geeksforgeeks.org/dsa/solving-cryptarithmetic-puzzles/
range-sum-query-immutable,Range Sum Query - Immutable,Calculate the sum of elements within a given range of an array repeatedly.,Easy,"Array, Prefix Sum, Dynamic Programming","Google, Amazon",https://leetcode.com/problems/range-sum-query-immutable/,https://leetcode.com/problems/palindrome-partitioning/solutions/5192153/detailed-explanationextremely-simple-and-ymuz
range-sum-query-mutable,Range Sum Query - Mutable,Implement a mutable data structure to efficiently calculate the sum of elements within a range and update elements in an array.,Easy,"Data Structure, Array, Segment Tree","Facebook, Amazon",https://leetcode.com/problems/range-sum-query-mutable/,https://leetcode.com/problems/range-sum-query-immutable/solutions/6634640/master-2d-prefix-sum-to-instantly-solve-7563z
count-of-smaller-numbers-after-self,Count of Smaller Numbers After Self,"For each element in an array, count the number of smaller elements to its right.",Hard,"Array, Divide and Conquer, Merge Sort","Google, Amazon",https://leetcode.com/problems/search-in-rotated-sorted-array,https://leetcode.com/problems/range-sum-query-mutable/solutions/6634648/master-fenwick-tree-for-lightning-fast-r-79f7
